frame,iou,dice,gt_px,pred_px,latency_s
00388,0.0,0.0,219,0,0.40750294300960377
00389,0.0017706636447340463,0.0035350678733031674,13925,219,0.4037203839980066
00390,0.0,0.0,384,0,0.4070230499492027
00391,0.022295995737530227,0.0436194523513611,4297,20646,0.4203993459814228
00392,0.0,0.0,1651,5881,0.41482399101369083
00393,0.0002932264685758968,0.000586281024037522,8242,1992,0.4312904399703257
00394,0.004563304793366143,0.009085151272382566,2206,236205,0.4349773330031894
00395,0.008878041878890776,0.01759983171475651,2359,54687,0.4551839000196196
00396,0.033771779214380626,0.06533701130832888,13294,55947,0.42995133495423943
00397,0.0,0.0,759,4345,0.4335800789995119
00398,0.000636771901601984,0.0012727333623605854,40,59674,0.43006089504342526
00399,0.0020750199521149242,0.00414144632048423,3630,21482,0.4288577369879931
00400,0.0008897786675564454,0.0017779753305922881,3888,5111,0.4075568089610897
00401,0.0,0.0,4140,6622,0.41347343899542466
00402,0.0,0.0,3102,3028,0.4195681249839254
00403,0.021666187326239095,0.04241343717744206,4306,38322,0.4289269970031455
00404,4.115677989354113e-05,8.231017216544344e-05,541,72354,0.42368360102409497
00405,0.0,0.0,72,0,0.406414280005265
00406,0.0,0.0,237,63623,0.4273209099774249
00407,0.0,0.0,3528,0,0.40805526002077386
00409,0.014186033100743902,0.027975208961164497,2124,120985,0.4228792989742942
00410,0.0009309181179938715,0.0018601046308854873,3436,22369,0.42467478598700836
00411,0.0,0.0,2043,0,0.4118195969494991
00412,0.001638960430812456,0.0032725572697522207,1143,7413,0.4320938619785011
00413,0.0,0.0,349,735,0.4169844519929029
00414,0.0013686975178485554,0.0027336534909493905,3432,23638,0.42447909101611003
00415,0.015554915435578782,0.03063333198265732,4075,94641,0.4374853540211916
00416,0.0007179413544476467,0.0014348525688985456,190,97381,0.44008902000496164
00417,0.007639141506002182,0.01516245487364621,1553,3987,0.41518936498323455
00418,0.005174428309130362,0.010295582862836267,537,77749,0.447577266022563
00419,0.009084879613776934,0.01800617529271499,2375,63047,0.4445802679983899
00420,0.0,0.0,1453,0,0.40521135000744835
00422,0.0,0.0,1825,0,0.4051484990050085
00423,0.00016178611875101117,0.00032351989647363315,8504,53316,0.4231786399614066
00424,0.061516645283273684,0.11590330788804071,4934,10786,0.40937989100348204
00427,0.0,0.0,963,0,0.40271470602601767
00428,0.0073513781619783175,0.014595459581127896,4503,52364,0.4282771159778349
00429,0.0023405500292568754,0.004670169293636894,9993,285,0.40681223798310384
00430,0.013768293137819703,0.027162603587066285,9756,234845,0.4215659649926238
00431,0.009554670389487301,0.018928485340573183,3482,75341,0.42116425902349874
00432,0.0009311684558658261,0.0018606043756282213,10239,83279,0.41222889302298427
00433,0.0002116069843956914,0.0004231244327061537,286,146243,0.42041104898089543
00434,0.0,0.0,3155,35527,0.43157233198871836
00435,0.013540330449845959,0.026718878456146424,2092,90352,0.44084906502394006
00436,0.00078003120124805,0.001558846453624318,215,58803,0.4256477869930677
00437,0.0,0.0,2145,0,0.40947864000918344
00438,0.009345794392523364,0.018518518518518517,3684,15540,0.4264169899979606
00439,0.0037236949986335062,0.007419761070079303,3609,25772,0.42237530200509354
00440,0.0,0.0,10647,17012,0.41441303997999057
00441,0.0,0.0,1662,0,0.39994704199489206
00442,0.009790209790209791,0.019390581717451522,882,3450,0.4128256040276028
00443,0.0,0.0,532,0,0.4088201050180942
00444,0.019154678615412833,0.037589345400318816,8079,30815,0.42886922700563446
00445,0.0,0.0,464,1501,0.4184717129683122
00446,0.006551944300872579,0.013018591515261354,662,65551,0.4433839220437221
00447,6.635788132556503e-05,0.00013270695649865967,68,75286,0.43518286501057446
00448,0.008874574000748576,0.017593017466097805,1087,101340,0.428754290973302
00449,0.0024780889561050274,0.004943926422742061,301,54716,0.43678783101495355
00451,0.0,0.0,4693,4138,0.40964540699496865
00452,0.0,0.0,1765,0,0.40660975401988253
00453,0.01333008407457049,0.02630946082439517,2120,122626,0.445128683000803
00454,0.0,0.0,1997,1031,0.42812783899717033
00455,0.004596433167861739,0.009150805270863836,1516,20340,0.41615490504773334
00456,0.022128238048485765,0.04329835968671494,1197,12337,0.42090641101822257
00457,0.0,0.0,1072,0,0.40627107897307724
00458,0.00866563413463636,0.01718237211892494,4299,180658,0.43442872405285016
00460,0.0,0.0,287,0,0.4059982009930536
00461,0.0,0.0,47,44476,0.4357247939915396
00462,0.0007171314741035857,0.0014332351301855244,1950,10609,0.4211635999963619
00463,0.0,0.0,2157,5880,0.42068480799207464
00464,0.0003501196242049367,0.0006999941667152773,562,16581,0.4273648710222915
00465,0.0,0.0,484,802,0.4052842249511741
00466,0.002346805736636245,0.004682622268470343,9878,32406,0.4105283640092239
00467,0.0,0.0,9720,0,0.4007238029735163
00468,0.0036366861805925137,0.007247017233760495,644,89876,0.43664824997540563
00469,0.0029047484568523823,0.005792670662536707,2748,22111,0.42027075303485617
00470,0.009050844988344988,0.017939323936544606,2552,52857,0.45332754898117855
00471,0.0,0.0,12070,15574,0.4137699860148132
00472,0.0,0.0,9495,0,0.4145364690339193
00473,0.0,0.0,181,0,0.42507796600693837
00474,0.00479463001438389,0.009543502465404804,452,30983,0.4246077139978297
00475,0.0,0.0,7894,0,0.40383835998363793
